,Disease.ID,Disorder.name,Gene.symbols,OMIM.ID,Chromosome,Class,Final.Search,description
2085,1101,"""Neutropenia, severe congenital, X-linked, 300299 (3)""","""WAS, IMD2, THC""",300392,Xp11.23-p11.22,Hematological,Neutropenia,"Neutropenia or neutropaenia, is an abnormally low concentration of neutrophils (a type of white blood cell) in the blood. Neutrophils make up the majority of circulating white blood cells and serve as the primary defense against infections by destroying bacteria, bacterial fragments and immunoglobulin-bound viruses in the blood. Patients with neutropenia are more susceptible to bacterial infections and, without prompt medical attention, the condition may become life-threatening (neutropenic sepsis).
Neutropenia can be acute (temporary) or chronic (long lasting). The term is sometimes used interchangeably with ""leukopenia"" (""deficit in the number of white blood cells"")"
2086,1102,"""Neutrophil immunodeficiency syndrome, 608203 (3)""",RAC2,602049,22q12.3-q13.2,Immunological,Neutrophil immunodeficiency syndrome,Neutrophil immunodeficiency syndrome is a condition caused by mutations in the Rac2 gene.
2087,1103,"""Nevo syndrome, 601451 (3)""","""PLOD, PLOD1""",153454,1p36.3-p36.2,Connective tissue disorder,Nevo syndrome, 
2088,1104,"""Nevus, epidermal, epidermolytic hyperkeratotic type, 600648 (3)""",KRT10,148080,17q21-q22,Dermatological,Nevus,"Nevus, also known as a mole, is the medical term for sharply circumscribed and chronic lesions of the skin or mucosa. These lesions are commonly named birthmarks or beauty marks. Nevi are benign by definition. However, 25% of malignant melanomas (a skin cancer) arise from pre-existing nevi. Using the term nevus and nevi loosely, most physicians and dermatologists are actually referring to a variant of nevus called the ""melanocytic nevus"", which are composed of melanocytes. Histologically, melanocytic nevi are distinguished from lentigines (also a type of benign pigmented macule) by the presence of nests of melanocytes, which lentigines (plural form of lentigo) lack."
2089,1105,"""Newfoundland rod-cone dystrophy, 607476 (3)""",RLBP1,180090,15q26,Ophthamological,Newfoundland rod-cone dystrophy, 
2090,1106,"""Nicotine addiction, protection from (3)""","""CYP2A6, CYP2A3, CYP2A, P450C2A""",122720,19q13.2,Psychiatric,Nicotine addiction,
2091,1106,"""Nicotine addiction, susceptibility to, 188890 (3)""","""CHRNA4, ENFL1""",118504,20q13.2-q13.3,Psychiatric,Nicotine addiction,
2092,1106,"""Nicotine dependence, susceptibility to, 188890 (3)""","""GPR51, GABBR2""",607340,9q22.1,Psychiatric,Nicotine dependence,
2093,1107,"""Niemann-Pick disease, type A, 257200 (3)""","""SMPD1, NPD""",607608,11p15.4-p15.1,Metabolic,Niemann-Pick disease,"This is a redirect from a modification of the target's title; for example, its words are rearranged, or punctuation in the name is changed. In cases of modification from distinctly longer or shorter names, please use {{R from long name}} or {{R from short name}}, respectively. For more information follow the bold category link.
Use this rcat instead of {{R from other capitalisation}} and {{R from plural}} in namespaces other than mainspace for those types of modification."
2094,1107,"""Niemann-Pick disease, type B, 607616 (3)""","""SMPD1, NPD""",607608,11p15.4-p15.1,Metabolic,Niemann-Pick disease,"This is a redirect from a modification of the target's title; for example, its words are rearranged, or punctuation in the name is changed. In cases of modification from distinctly longer or shorter names, please use {{R from long name}} or {{R from short name}}, respectively. For more information follow the bold category link.
Use this rcat instead of {{R from other capitalisation}} and {{R from plural}} in namespaces other than mainspace for those types of modification."
2095,1107,"""Niemann-Pick disease, type C1, 257220 (3)""","""NPC1, NPC""",607623,18q11-q12,Metabolic,Niemann-Pick disease,"This is a redirect from a modification of the target's title; for example, its words are rearranged, or punctuation in the name is changed. In cases of modification from distinctly longer or shorter names, please use {{R from long name}} or {{R from short name}}, respectively. For more information follow the bold category link.
Use this rcat instead of {{R from other capitalisation}} and {{R from plural}} in namespaces other than mainspace for those types of modification."
2096,1107,"""Niemann-pick disease, type C2, 607625 (3)""","""NPC2, HE1""",601015,14q24.3,Metabolic,Niemann-pick disease, 
2097,1107,"""Niemann-Pick disease, type D, 257220 (3)""","""NPC1, NPC""",607623,18q11-q12,Metabolic,Niemann-Pick disease,"This is a redirect from a modification of the target's title; for example, its words are rearranged, or punctuation in the name is changed. In cases of modification from distinctly longer or shorter names, please use {{R from long name}} or {{R from short name}}, respectively. For more information follow the bold category link.
Use this rcat instead of {{R from other capitalisation}} and {{R from plural}} in namespaces other than mainspace for those types of modification."
2098,1110,"""Night blindness, congenital stationary (3)""",GNAT1,139330,3p21,Ophthamological,Night blindness,
2099,1110,"""Night blindness, congenital stationary, type 1, 310500 (3)""","""CSNB1, NYX""",300278,Xp11.4,Ophthamological,Night blindness,
2100,1110,"""Night blindness, congenital stationary, type 3, 163500 (3)""","""PDE6B, PDEB, CSNB3""",180072,4p16.3,Ophthamological,Night blindness,
2101,1110,"""Night blindness, congenital stationary, X-linked, type 2, 300071 (3)""","""CACNA1F, CSNB2""",300110,Xp11.23,Ophthamological,Night blindness,
2102,1110,"""Night blindness, congenital stationery, rhodopsin-related (3)""","""RHO, RP4, OPN2""",180380,3q21-q24,Ophthamological,Night blindness,
2103,1111,"""Nijmegen breakage syndrome, 251260 (3)""","""NBS1, NBS""",602667,8q21,multiple,Nijmegen breakage syndrome,"Nijmegen breakage syndrome (NBS), also known as Berlin breakage syndrome, ataxia telangiectasia variant 1 (AT-V1) and Seemanova syndrome, is a rare autosomal recessive congenital disorder causing chromosomal instability, probably as a result of a defect in the Double Holliday junction DNA repair mechanism and/or the Synthesis Dependent Strand Annealing mechanism for repairing double strand breaks in DNA (see Homologous recombination).
NBS1 codes for a protein that has two major functions: (1) to stop the cell cycle in the S phase, when there are errors in the cell DNA (2) to interact with FANCD2 that can activate the BRCA1/BRCA2 pathway of DNA repair. This explains why mutations in the NBS1 gene lead to higher levels of cancer (see Fanconi anemia, Cockayne syndrome.)
The name derives from the Dutch city Nijmegen where the condition was first described.
Most people with NBS have West Slavic origins. The largest number of them live in Poland."
2104,1112,"""Nonaka myopathy, 605820 (3)""","""GNE, GLCNE, IBM2, DMRV, NM""",603824,9p12-p11,Muscular,Nonaka myopathy, 
2105,1113,"""Noncompaction of left ventricular myocardium, isolated, 300183 (3)""","""TAZ, EFE2, BTHS, CMD3A, LVNCX""",300394,Xq28,Cardiovascular,Noncompaction of left ventricular myocardium, 
2106,1114,"""Non-Hodgkin lymphoma, somatic, 605027 (3)""","""CASP10, MCH4, ALPS2""",601762,2q33-q34,Cancer,Non-Hodgkin lymphoma,"Non-Hodgkin lymphomas (NHLs), also known as non-Hodgkin disease are diverse group of blood cancers that include any kind of lymphoma except Hodgkin's lymphomas. Types of NHL vary significantly in their severity, from slow growing to very aggressive types.
Lymphomas are types of cancer derived from lymphocytes, a type of white blood cell. Lymphomas are treated by combinations of chemotherapy, monoclonal antibodies (CD20), immunotherapy, radiation, and hematopoietic stem cell transplantation.
The 2008 WHO classification of lymphomas has five large groups, including a Hodgkin disease group. Other forms of lymphoma are over 80 different forms of lymphoma in an additional four broad groups. By comparison, the 1982 Working Formulation (which is now considered obsolete, and is commonly used primarily for statistical comparisons with previous decades) recognized just 16 types of non-Hodgkin lymphoma.
Five year survival rates in the United States are 69%.
"
2107,1115,Nonsmall cell lung cancer (3),"""IRF1, MAR""",147575,5q31.1,Cancer,Nonsmall cell lung cancer, 
2108,1115,"""Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 (3)""",EGFR,131550,7p12.3-p12.1,Cancer,Nonsmall cell lung cancer, 
2109,1115,"""Nonsmall cell lung cancer, somatic (3)""",BRAF,164757,7q34,Cancer,Nonsmall cell lung cancer, 
2110,1116,"""Noonan syndrome 1, 163950 (3)""","""PTPN11, PTP2C, SHP2, NS1""",176876,12q24.1,Developmental,Noonan syndrome 1, 
2111,1117,Norrie disease (3),"""NDP, ND""",310600,Xp11.4,Neurological,Norrie disease,"Norrie disease is a genetic disorder that primarily affects the eye and almost always leads to blindness. In addition to the congenital ocular symptoms, some patients suffer from a progressive hearing loss starting mostly in their 2nd decade of life, while another portion may be mentally challenged.
Patients with Norrie disease may develop cataracts, leukocoria (a condition where the pupils appear white when light is shone on them), along with other developmental issues in the eye, such as shrinking of the globe and the wasting away of the iris. Around 30 to 50% of them will also have developmental delay/mental retardation, psychotic-like features, incoordination of movements or behavioral abnormalities. Most patients are born with normal hearing; however, the onset of hearing loss is very common in early adolescence. About 15% of patients are estimated to develop all the features of the disease.
The disease affects almost only male infants at or soon after birth, because the disease is inherited X-linked recessive. Only in very rare cases, females have been diagnosed with Norrie disease as well. The exact incidence number is unknown; only a few hundred cases have been reported. It is a very rare disorder that is not associated with any specific ethnic or racial groups."
2112,1118,"""Norum disease, 245900 (3)""",LCAT,606967,16q22.1,Metabolic,Norum disease,
2113,1119,"""Norwalk virus infection, resistance to (3)""","""FUT2, SE""",182100,19q13.3,Immunological,Norwalk virus infection, 
2114,1122,"""Nucleoside phosphorylase deficiency, immunodeficiency due to (3)""",NP,164050,14q13.1,Immunological,Nucleoside phosphorylase deficiency, 
2115,1126,"""Obesity, adrenal insufficiency, and red hair (3)""",POMC,176830,2p23.3,Nutritional,Obesity,"Obesity is a medical condition in which excess body fat has accumulated to the extent that it may have a negative effect on health. People are generally considered obese when their body mass index (BMI), a measurement obtained by dividing a person's weight by the square of the person's height, is over 7002294199500000000â™ 30 kg/m2, with the range 7002245166250000000â™ 25â€“30 kg/m2 defined as overweight. Some East Asian countries use lower values. Obesity increases the likelihood of various diseases, particularly heart disease, type 2 diabetes, obstructive sleep apnea, certain types of cancer, and osteoarthritis.
Obesity is most commonly caused by a combination of excessive food intake, lack of physical activity, and genetic susceptibility. A few cases are caused primarily by genes, endocrine disorders, medications, or mental illness. Evidence to support the view that obese people eat little yet gain weight due to a slow metabolism is not generally supported. On average, obese people have a greater energy expenditure than their thin counterparts due to the energy required to maintain an increased body mass.
Obesity is mostly preventable through a combination of social changes and personal choices. Changes to diet and exercising are the main treatments. Diet quality can be improved by reducing the consumption of energy-dense foods, such as those high in fat and sugars, and by increasing the intake of dietary fiber. Medications may be taken, along with a suitable diet, to reduce appetite or decrease fat absorption. If diet, exercise, and medication are not effective, a gastric balloon or surgery may be performed to reduce stomach volume or bowel length, leading to feeling full earlier or a reduced ability to absorb nutrients from food.
Obesity is a leading preventable cause of death worldwide, with increasing rates in adults and children. In 2014, 600 million adults (13%) and 42 million children under the age of five were obese. Obesity is more common in women than men. Authorities view it as one of the most serious public health problems of the 21st century. Obesity is stigmatized in much of the modern world (particularly in the Western world), though it was seen as a symbol of wealth and fertility at other times in history and still is in some parts of the world. In 2013, the American Medical Association classified obesity as a disease."
